AtcoCode	CrsRef	Latitude	Longitude	StationName	StopType	TiplocRef	StationName2	NodeID
9100SEVTNLJ	STJ	51.5846767118	-2.7778914361	Severn Tunnel Junction	RLY	SEVTNLJ	Severn Tunnel Junction Rail Station	
9400ZZBFSHA		52.6549732713	-1.4410166191	Shackerstone (Battlefield Line)	MET		Shackerstone Rail Station (Battlefield Line)	
9400ZZMASDW		53.3675584999	-2.252511959	Shadowmoss (Manchester Metrolink)	MET		Shadowmoss (Manchester Metrolink)	
9100SHADWEL	SDE	51.5112840323	-0.0569342908	Shadwell	RLY	SHADWEL	Shadwell Rail Station	
9100SHADWEL		51.5112840323	-0.0569342908	Shadwell Crossover	TL3	SHADXO	Shadwell Crossover	
9400ZZDLSHA		51.5116928671	-0.056643072	Shadwell DLR	MET		Shadwell DLR Station	
9400ZZSYSHL		53.3886720093	-1.4779322853	Shalesmoor (Sheffield Supertram)	MET		Shalesmoor (Sheffield Supertram)	
9100SHALFD	SFR	51.2143229732	-0.566803701	Shalford (Surrey)	RLY	SHALFD	Shalford (Surrey) Rail Station	
9100SHALFD		51.2143229732	-0.566803701	Shalford GD1341	TL3	SHAL341	Shalford GD1341	
9100SHANKLN	SHN	50.6339104624	-1.1798340867	Shanklin	RLY	SHANKLN	Shanklin Rail Station	
9100SHCRPTN		53.5768097381	-2.0895796623	Shaw & Crompton (closed)	RLY		Shaw & Crompton Rail Station (closed)	
9400ZZMASHA		53.5761446282	-2.0895480479	Shawand Crompton (Manchester Metrolink)	MET		Shawand Crompton (Manchester Metrolink)	
9100SHWFAIR	SFI	55.9199388694	-3.078711981	Shawfair	RLY	SHWFAIR	Shawfair Rail Station	
9100SHAWFD	SHW	51.0221249865	-1.3277737718	Shawford	RLY	SHAWFD	Shawford Rail Station	
9100SHWLNDS	SHL	55.829212603	-4.2923430894	Shawlands	RLY	SHWLNDS	Shawlands Rail Station	
9100SHRNSOS	SSS	51.4410610578	0.7585331813	Sheerness-on-Sea	RLY	SHRNSOS	Sheerness-on-Sea Rail Station	
9100SHEFFLD	SHF	53.3782198729	-1.462110833	Sheffield	RLY	SHEFFLD	Sheffield Rail Station	
9400ZZBBSHF		50.9957049288	-0.001806984	Sheffield Park (Bluebellway)	MET		Sheffield Park (Bluebell Railway)	
9400ZZSYSHU		53.3778385751	-1.4612738358	Sheffield Stn-Hallam Uni (Supertram)	MET		Sheffield Stn-Hallam Uni (Supertram)	
9100SHELFD	SED	52.14882781	0.1399810011	Shelford (Cambs)	RLY	SHELFD	Shelford (Cambs) Rail Station	
9100SHENFLD	SNF	51.6308773472	0.3298513189	Shenfield	RLY	SHENFLD	Shenfield Rail Station	
9100SHNS	SEN	52.6393594893	-1.844201594	Shenstone	RLY	SHNS	Shenstone Rail Station	
9400ZZBFSHE		52.5997709033	-1.415807674	Shenton (Battlefield Line)	MET		Shenton Rail Station (Battlefield Line)	
9400ZZLUSBC		51.504376103	-0.2188134007	Shepherd's Bush (Central) Underground	MET		Shepherd's Bush (Central) Underground Station	
9400ZZLUSBM		51.505578775	-0.2263747022	Shepherd's Bush Market Underground	MET		Shepherd's Bush Market Underground Station	
9100SHPDSB	SPB	51.5052847106	-0.2176540384	Shepherds Bush	RLY	SHPDSB	Shepherds Bush Rail Station	
9100SWELL	SPH	51.1883993595	1.2299102945	Shepherds Well	RLY	SWELL	Shepherds Well Rail Station	
9400ZZEKSPW		51.1896424126	1.2304982623	Shepherdswell (East Kentway)	MET		Shepherdswell Station (East Kent Railway)	
9100SPLY	SPY	53.5887403129	-1.7049280647	Shepley	RLY	SPLY	Shepley Rail Station	
9100SHEPRTN	SHP	51.3968047771	-0.4467858291	Shepperton	RLY	SHEPRTN	Shepperton Rail Station	
9100SHPRTH	STH	52.1141617638	0.0313192659	Shepreth	RLY	SHPRTH	Shepreth Rail Station	
9100SHERBRN	SHE	50.9440216979	-2.5130732852	Sherborne	RLY	SHERBRN	Sherborne Rail Station	
9100SHBN	SIE	53.797152105	-1.23268439	Sherburn-in-Elmet	RLY	SHBN	Sherburn-in-Elmet Rail Station	
9100SHRGHAM	SHM	52.9414272124	1.2103203152	Sheringham	RLY	SHRGHAM	Sheringham Rail Station	
9400ZZNNSHM		52.9417345919	1.2079314352	Sheringham (North Norfolkway)	MET		Sheringham (North Norfolk Railway)	
9100SHTLSTN	SLS	55.8535368105	-4.1600436266	Shettleston	RLY	SHTLSTN	Shettleston Rail Station	
9100SHILDMR	SDM	55.7774908161	-3.9569898537	Shieldmuir	RLY	SHILDMR	Shieldmuir Rail Station	
9400ZZGLSHL		55.849938317	-4.2753825543	Shields Road SPTSubway	MET		Shields Road SPTSubway Station	
9100SHIFNAL	SFN	52.6660712929	-2.3718397335	Shifnal	RLY	SHIFNAL	Shifnal Rail Station	
9100SHDN	SHD	54.6261646125	-1.63660538	Shildon	RLY	SHDN	Shildon Rail Station	
9100SHPLAKE	SHI	51.5114622649	-0.8826021092	Shiplake	RLY	SHPLAKE	Shiplake Rail Station	
9100SHPY	SHY	53.8330515144	-1.7734897094	Shipley	RLY	SHPY	Shipley Rail Station	
9100SPHL	SPP	52.4302134208	0.4133452701	Shippea Hill	RLY	SPHL	Shippea Hill Rail Station	
9400ZZNOSHN		52.9715463425	-1.1734630747	Shipstone Street Tram Stop	MET		Shipstone Street Tram Stop	
9100SPTN	SIP	51.8656541477	-1.5926932903	Shipton	RLY	SPTN	Shipton Rail Station	
9100SHRBROK	SHB	53.204242746	-1.2024405294	Shirebrook	RLY	SHRBROK	Shirebrook Rail Station	
9100SHAMPTN	SHH	51.4843499085	-2.6792749908	Shirehampton	RLY	SHAMPTN	Shirehampton Rail Station	
9400ZZTWSHM		55.0367597251	-1.5049898431	Shiremoor (Tyne and Wear Metro)	MET		Shiremoor (Tyne and Wear Metro Station)	
9100SHRKSKS	SRO	53.3247748939	-1.1679909016	Shireoaks	RLY	SHRKSKS	Shireoaks Rail Station	
9100SHIRLEY	SRL	52.4034207755	-1.8451796035	Shirley	RLY	SHIRLEY	Shirley Rail Station	
9100SHBRYNS	SRY	51.5309728218	0.7953447703	Shoeburyness	RLY	SHBRYNS	Shoeburyness Rail Station	
9100SHOLING	SHO	50.8967536163	-1.3649149397	Sholing	RLY	SHOLING	Sholing Rail Station	
9100SHRDHST	SDC	51.5233752489	-0.0752461013	Shoreditch High Street	RLY	SHRDHST	Shoreditch High Street Rail Station	
9100SHRMKT	SEH	51.3322186125	0.1888897405	Shoreham (Kent)	RLY	SHRMKT	Shoreham (Kent) Rail Station	
9100SHRHMBS	SSE	50.8344273703	-0.2717204242	Shoreham-by-Sea (Sussex)	RLY	SHRHMBS	Shoreham-by-Sea (Sussex) Rail Station	
9100SHRTLND	SRT	51.4058007425	0.0017841069	Shortlands	RLY	SHRTLND	Shortlands Rail Station	
9100SHOTTON	SHT	53.2125409311	-3.0384244782	Shotton	RLY	SHOTTON	Shotton Rail Station	
9100SHOTTHL	SHT	53.2135360636	-3.0376997961	Shotton High Level	RLY	SHOTTHL	Shotton High Level Rail Station	
9100SHTT	SHS	55.8186474735	-3.7983191518	Shotts	RLY	SHTT	Shotts Rail Station	
9100SHRWBY	SHR	52.7119284417	-2.7497611674	Shrewsbury	RLY	SHRWBY	Shrewsbury Rail Station	
9400ZZMASHU		53.4848962902	-2.2387419488	Shudehill (Manchester Metrolink)	MET		Shudehill (Manchester Metrolink)	
9100SIDCUP	SID	51.4338701458	0.1037946558	Sidcup	RLY	SIDCUP	Sidcup Rail Station	
9100SILEBY	SIL	52.731594068	-1.1099886376	Sileby	RLY	SILEBY	Sileby Rail Station	
9100SILCRFT	SIC	54.2259571781	-3.3344414798	Silecroft	RLY	SILCRFT	Silecroft Rail Station	
9100SKSCMN	SLK	53.534917177	-1.5634785395	Silkstone Common	RLY	SKSCMN	Silkstone Common Rail Station	
9100SIVRST	SLV	51.614688488	-0.0672399163	Silver Street	RLY	SIVRST	Silver Street Rail Station	
9100SDAL	SVR	54.169909217	-2.8038424183	Silverdale	RLY	SDAL	Silverdale Rail Station	
9100SLVRTWN		51.5019811406	0.0459085644	Silvertown & City Airport	RLY		Silvertown & City Airport Rail Station	
		51.483276	-0.0431013	Silwood Stabling Sidings	TL3	SURRQSS	Silwood Stabling Sidings	
9400ZZTWSIM		54.9714663054	-1.4547109161	Simonside (Tyne and Wear Metro)	MET		Simonside (Tyne and Wear Metro Station)	
9100SINGER	SIN	55.9076716472	-4.4054860531	Singer	RLY	SINGER	Singer Rail Station	
9100STNGBRN	SIT	51.3419767951	0.7346844553	Sittingbourne	RLY	STNGBRN	Sittingbourne Rail Station	
9100SKEGNES	SKG	53.1431793477	0.3343472228	Skegness	RLY	SKEGNES	Skegness Rail Station	
9100SKEWEN	SKE	51.6613898791	-3.8465086975	Skewen	RLY	SKEWEN	Skewen Rail Station	
9100SKPT	SKI	53.9586868318	-2.0258720639	Skipton	RLY	SKPT	Skipton Rail Station	
9100SLADEGN	SGR	51.4677861532	0.190491432	Slade Green	RLY	SLADEGN	Slade Green Rail Station	
9100SLTHWTE	SWT	53.6238296708	-1.8815786814	Slaithwaite	RLY	SLTHWTE	Slaithwaite Rail Station	
9100SLATEFD	SLA	55.9266882388	-3.2434565296	Slateford	RLY	SLATEFD	Slateford Rail Station	
9100SLEFD	SLR	52.9954730804	-0.410346911	Sleaford	RLY	SLEFD	Sleaford Rail Station	
9100SLEGHTS	SLH	54.4610527698	-0.6624807624	Sleights	RLY	SLEGHTS	Sleights Rail Station	
9400ZZLUSSQ		51.4922695335	-0.1563772329	Sloane Square Underground	MET		Sloane Square Underground Station	
9100SLOUGH	SLO	51.5118804107	-0.5915103576	Slough	RLY	SLOUGH	Slough Rail Station	
9100SMLHTH	SMA	52.4637616379	-1.8593926896	Small Heath	RLY	SMLHTH	Small Heath Rail Station	
9100SMALBRK	SAB	50.7111024794	-1.1541982394	Smallbrook Junction	RLY	SMALBRK	Smallbrook Junction Rail Station	
9400ZZIWSBJ		50.710978136	-1.1544129252	Smallbrook Junction (Isle of Wight Steamway	MET		Smallbrook Junction (Isle of Wight Steam Railway	
9100GALTILL	SGB	52.5017809264	-1.9805108986	Smethwick Galton Bridge	RLY	GALTILL	Smethwick Galton Bridge Rail Station	
9100GALTINT	SGB	52.501780924	-1.9804961672	Smethwick Galton Bridge High Level	RLY	GALTINT	Smethwick Galton Bridge High Level Rail Station	
9100SMTHKRS	SMR	52.4963849551	-1.9706444392	Smethwick Rolfe Street	RLY	SMTHKRS	Smethwick Rolfe Street Rail Station	
9100SMITHAM		51.3220338844	-0.1344788582	Smitham (Coulsdon Town)	RLY		Smitham (Coulsdon Town) Rail Station	
9100SMBG	SMB	53.6332535767	-2.1135024733	Smithy Bridge	RLY	SMBG	Smithy Bridge Rail Station	
9100SNAITH	SNI	53.6931140497	-1.0284597251	Snaith	RLY	SNAITH	Snaith Rail Station	
9400ZZLUSNB		51.5806776017	0.0214400196	Snaresbrook Underground	MET		Snaresbrook Underground Station	
9100SNODLND	SDA	51.3302307131	0.4482413353	Snodland	RLY	SNODLND	Snodland Rail Station	
9400ZZWHSDR		53.0741454043	-4.1432431347	Snowdon Ranger (Welsh Highland Rly-Caernarfon)	MET		Snowdon Ranger (Welsh Highland Rly-Caernarfon)	
9100SNWDNAN	SWO	51.2153001657	1.2137052421	Snowdown	RLY	SNWDNAN	Snowdown Rail Station	
9400ZZWMSH		52.4968900734	-1.9311536695	Soho Benson Road (Midland Metro Stop)	MET		Soho Benson Road (Midland Metro Stop)	
9100SOLEST	SOR	51.3831455589	0.3780970119	Sole Street	RLY	SOLEST	Sole Street Rail Station	
9100SOLIHUL	SOL	52.4143907008	-1.7883905422	Solihull	RLY	SOLIHUL	Solihull Rail Station	
9100SMRLYTN	SYT	52.5102307381	1.6522602838	Somerleyton	RLY	SMRLYTN	Somerleyton Rail Station	
9100SACTON	SAT	51.4996952271	-0.2701571908	South Acton	RLY	SACTON	South Acton Rail Station	
9100STHBANK	SBK	54.583829766	-1.1766669346	South Bank	RLY	STHBANK	South Bank Rail Station	
9100SBRMNDS	SBM	51.4881355768	-0.0546776556	South Bermondsey	RLY	SBRMNDS	South Bermondsey Rail Station	
9400ZZMASCH		53.5265011737	-2.1452708649	South Chadderton (Manchester Metrolink)	MET		South Chadderton (Manchester Metrolink)	
9100SCROYDN	SCY	51.362964887	-0.0934565079	South Croydon	RLY	SCROYDN	South Croydon Rail Station	
9400ZZLUSEA		51.5010033146	-0.3074241501	South Ealing Underground	MET		South Ealing Underground Station	
9100SELMSAL	SES	53.5946081452	-1.2848582429	South Elmsall	RLY	SELMSAL	South Elmsall Rail Station	
9400ZZTWSGF		55.0061328663	-1.608134189	South Gosforth (Tyne and Wear Metro)	MET	SGOS	South Gosforth (Tyne and Wear Metro Station)	
9100SGFORD	SGN	51.5337494785	-0.3367043266	South Greenford	RLY	SGFORD	South Greenford Rail Station	
9100STHGYLE	SGL	55.9363535223	-3.2994761553	South Gyle	RLY	STHGYLE	South Gyle Rail Station	
9100SHMPSTD	SOH	51.5414321678	-0.1788776915	South Hampstead	RLY	SHMPSTD	South Hampstead Rail Station	
9400ZZLUSHH		51.5648875258	-0.3524924119	South Harrow Underground	MET		South Harrow Underground Station	
9400ZZTWSHY		54.903859608	-1.4482635431	South Hylton (Tyne and Wear Metro)	MET	STHH	South Hylton (Tyne and Wear Metro Station)	
9400ZZLUSKS		51.4940941211	-0.1741381798	South Kensington Underground	MET		South Kensington Underground Station	
9100SKENTON	SOK	51.5702139724	-0.3084623693	South Kenton	RLY	SKENTON	South Kenton Rail Station	
9400ZZLUSKT		51.5702315315	-0.308432858	South Kenton Underground	MET		South Kenton Underground Station	
9100SMERTON	SMO	51.4029931102	-0.2051573993	South Merton	RLY	SMERTON	South Merton Rail Station	
9100SMILFD	SOM	53.7823265276	-1.2505292197	South Milford	RLY	SMILFD	South Milford Rail Station	
9400ZZBPSHP		53.7958579677	-3.0563818351	South Pier (Blackpool Tramway)	MET		South Pier (Blackpool Tramway)	
9400ZZDLSOQ		51.5000525571	-0.0161329332	South Quay DLR	MET		South Quay DLR Station	
9100SRUISLP	SRU	51.5569202804	-0.3992590699	South Ruislip	RLY	SRUISLP	South Ruislip Rail Station	
9400ZZLUSRP		51.5568526443	-0.3989152352	South Ruislip Underground	MET		South Ruislip Underground Station	
9400ZZTWSSH		54.9983261009	-1.4330094605	South Shields (Tyne and Wear Metro)	MET		South Shields (Tyne and Wear Metro Station)	
9100STOTNHM	STO	51.5803722535	-0.0721025934	South Tottenham	RLY	STOTNHM	South Tottenham Rail Station	
		51.5803722535	-0.0721025934	South Tottenham Signal S16	TP4	STOTS16	South Tottenham Signal S16	
		51.5803722535	-0.0721025934	South Tottenham Signal S17	TP4	STOTS17	South Tottenham Signal S17	
9100WGSTS	SWS	52.5822244121	-1.1340770787	South Wigston	RLY	WGSTS	South Wigston Rail Station	
9400ZZLUSWN		51.4153086232	-0.1920053392	South Wimbledon Underground	MET		South Wimbledon Underground Station	
9400ZZLUSWF		51.5919065377	0.0273380476	South Woodford Underground	MET		South Woodford Underground Station	
9100WDHAMFR	SOF	51.6494583324	0.6065051742	South Woodham Ferrers	RLY	WDHAMFR	South Woodham Ferrers Rail Station	
9100STHALL	STL	51.5059566007	-0.3786102955	Southall	RLY	STHALL	Southall Rail Station	
9100SOTPKWY	SOA	50.9508154266	-1.3630968509	Southampton Airport Parkway	RLY	SOTPKWY	Southampton Airport Parkway Rail Station	
9100SOTON	SOU	50.9074484476	-1.4135958716	Southampton Central	RLY	SOTON	Southampton Central Rail Station	
9100SOTNTQ	STQ	50.8951524436	-1.4058303039	Southampton Town Quay	RLY	SOTNTQ	Southampton Town Quay	
9100SBOURNE	SOB	50.848277055	-0.9081066981	Southbourne	RLY	SBOURNE	Southbourne Rail Station	
9100SBURY	SBU	51.6487050407	-0.0524368308	Southbury	RLY	SBURY	Southbury Rail Station	
9400ZZNOSCD		52.9107290424	-1.1704126587	Southchurch Drive North Tram Stop	MET		Southchurch Drive North Tram Stop	
9100SESARDM	SEE	50.8312653293	0.0306413307	Southease	RLY	SESARDM	Southease Rail Station	
9100SESABUS	ZBU	50.8296261509	0.0178180418	Southease-Piddinghoe Road	RLY	SESABUS	Southease-Piddinghoe Road	
9100STHEAIR	SIA	51.5686696094	0.7050498618	Southend Airport	RLY	STHEAIR	Southend Airport Rail Station	
9100STHCENT	SOC	51.5370646017	0.7117267088	Southend Central	RLY	STHCENT	Southend Central Rail Station	
9100STHNDE	SOE	51.5389726637	0.7318148216	Southend East	RLY	STHNDE	Southend East Rail Station	
9100STHVIC	SOV	51.5415127005	0.7115008594	Southend Victoria	RLY	STHVIC	Southend Victoria Rail Station	
9400ZZLUSFS		51.4450734108	-0.2066019127	Southfields Underground	MET		Southfields Underground Station	
9400ZZBPSFL		53.907308974	-3.0289464819	Southfleet Avenue (closed) (Blackpool Tramway)	MET		Southfleet Avenue (closed) (Blackpool Tramway)	
		51.4081147	0.3800173	Southfleet Crossover	TPL	SFLTX	Southfleet Crossover	1731184629
		51.4124578484	0.3658695831	Southfleet Junction	TP4	SFLTJN	Southfleet Junction	
9400ZZLUSGT		51.6323151236	-0.1278158778	Southgate Underground	MET		Southgate Underground Station	
9100SMINSTR	SMN	51.6606243191	0.8351926562	Southminster	RLY	SMINSTR	Southminster Rail Station	
9100SOUTHPT	SOP	53.646519141	-3.0024347454	Southport	RLY	SOUTHPT	Southport Rail Station	
9100SSEACLE	SHV	50.7853283635	-1.0999898565	Southsea Hoverport	RLY	SSEACLE	Southsea Hoverport	
9400ZZLUSWK		51.5039762244	-0.1049396964	Southwark Underground	MET		Southwark Underground Station	
9100STHWICK	SWK	50.8325162394	-0.2359617959	Southwick	RLY	STHWICK	Southwick Rail Station	
9100SWRBBDG	SOW	53.7078464139	-1.907021521	Sowerby Bridge	RLY	SWRBBDG	Sowerby Bridge Rail Station	
9100SPALDNG	SPA	52.7888064687	-0.1568840701	Spalding	RLY	SPALDNG	Spalding Rail Station	
9100SPEANBD	SBR	56.8900135979	-4.9216067733	Spean Bridge	RLY	SPEANBD	Spean Bridge Rail Station	
9100SPITAL	SPI	53.3399370268	-2.9939065695	Spital	RLY	SPITAL	Spital Rail Station	
9100SPDN	SPO	52.9122192406	-1.411093896	Spondon	RLY	SPDN	Spondon Rail Station	
9100SPONRRW	SPN	52.5349970143	1.0864757381	Spooner Row	RLY	SPONRRW	Spooner Row Rail Station	
9400ZZSYSPL		53.3662831193	-1.4387271576	Spring Lane (Sheffield Supertram)	MET		Spring Lane (Sheffield Supertram)	
9100SPRD	SRI	52.4434160721	-1.8373894824	Spring Road	RLY	SPRD	Spring Road Rail Station	
9100SPRNGBN	SPR	55.8819371024	-4.2305342629	Springburn	RLY	SPRNGBN	Springburn Rail Station	
9100SPFD	SPF	56.2949702422	-3.05244809	Springfield	RLY	SPFD	Springfield Rail Station	
9100SQUIRES	SQU	53.7773323104	-3.0503016222	Squires Gate	RLY	SQUIRES	Squires Gate Rail Station	
9100STALBNA	SAA	51.7447334028	-0.342568644	St Albans Abbey	RLY	STALBNA	St Albans Abbey Rail Station	
9100STALBCY	SAC	51.7504731565	-0.3275382272	St Albans City	RLY	STALBCY	St Albans City Rail Station	
9400ZZEDSTA		55.9546176651	-3.1923158586	St Andrew Square (Edinburgh Trams)	MET		St Andrew Square (Edinburgh Trams)	
6500N9905	SAO	56.3404991907	-2.8023954731	St Andrews Bus	BCQ	SANWBUS	St Andrews Bus Station	
9100SADWRD	SAR	51.5127713508	-2.6963129955	St Andrews Road	RLY	SADWRD	St Andrews Road Rail Station	
9100STAS	SAS	53.7530317099	-3.0290992887	St Annes-on-the-Sea	RLY	STAS	St Annes-on-the-Sea Rail Station	
9100STAUSTL	SAU	50.3395170409	-4.7893588648	St Austell	RLY	STAUSTL	St Austell Rail Station	
9100STBEES	SBS	54.4925318752	-3.5911499825	St Bees	RLY	STBEES	St Bees Rail Station	
9100STBDXFR	SBF	50.4013921989	-4.1868118191	St Budeaux Ferry Road	RLY	STBDXFR	St Budeaux Ferry Road Rail Station	
9100STBDXVR	SBV	50.402010682	-4.1874031983	St Budeaux Victoria Road	RLY	STBDXVR	St Budeaux Victoria Road Rail Station	
9400ZZBPSTC		53.8024264805	-3.0555903822	St Chad's (Blackpool Tramway)	MET		St Chad's (Blackpool Tramway)	
9400ZZWMBS		52.4844257958	-1.8999548247	St Chads (Midland Metro Stop)	MET		St Chads (Midland Metro Stop)	
9100STCLMBR	SCR	50.3987066238	-4.940755206	St Columb Road	RLY	STCLMBR	St Columb Road Rail Station	
9100STDENYS	SDN	50.9221894338	-1.387759132	St Denys	RLY	STDENYS	St Denys Rail Station	
9400ZZGLSTE		55.8572655017	-4.2552457262	St Enoch SPTSubway	MET		St Enoch SPTSubway Station	
9100STERTH	SER	50.170491191	-5.4442520306	St Erth	RLY	STERTH	St Erth Rail Station	
9400ZZGLSTG		55.8712002241	-4.2691933216	St Georges Cross SPTSubway	MET		St Georges Cross SPTSubway Station	
9100STGRMNS	SGM	50.3942745382	-4.3084042907	St Germans	RLY	STGRMNS	St Germans Rail Station	
9100STHLNSC	SNH	53.4531229834	-2.7303047922	St Helens Central	RLY	STHLNSC	St Helens Central Rail Station	
9100STHLNSJ	SHJ	53.4337255688	-2.7002594478	St Helens Junction	RLY	STHLNSJ	St Helens Junction Rail Station	
9100SHLIER	SIH	51.3899008048	-0.1987706701	St Helier (London)	RLY	SHLIER	St Helier (London) Rail Station	
9100STIVES	SIV	50.2090445041	-5.4779123921	St Ives (Cornwall)	RLY	STIVES	St Ives (Cornwall) Rail Station	
9400ZZTWSTJ		54.9740746813	-1.6209752454	St James (Tyne and Wear Metro)	MET		St James (Tyne and Wear Metro Station)	
9100STJAMSP	SJP	50.7311556609	-3.5219937344	St James Park (Devon)	RLY	STJAMSP	St James Park (Devon) Rail Station	
9100STJMSST	SJS	51.5809809155	-0.032918376	St James Street (London)	RLY	STJMSST	St James Street (London) Rail Station	
9100STJOHNS	SAJ	51.4693908203	-0.0227187448	St Johns (London)	RLY	STJOHNS	St Johns (London) Rail Station	
9100STKEYNE	SKN	50.4230402184	-4.4635198806	St Keyne Wishing Well Halt (Rail)	RLY	STKEYNE	St Keyne Wishing Well Halt (Rail Station)	
9100STLNRWS	SLQ	50.8556950418	0.5602794758	St Leonards Warrior Square	RLY	STLNRWS	St Leonards Warrior Square Rail Station	
9100SMARGRT	SMT	51.7878405311	0.0012692171	St Margarets (Herts)	RLY	SMARGRT	St Margarets (Herts) Rail Station	
9100STMGTS	SMG	51.4552360367	-0.3202004228	St Margarets (London)	RLY	STMGTS	St Margarets (London) Rail Station	
9100STMRYC	SMY	51.3947493177	0.1063836758	St Mary Cray	RLY	STMRYC	St Mary Cray Rail Station	
9400ZZRHSMB		51.0113770765	0.9742788607	St Mary's Bay (RHDR)	MET		St Mary's Bay Station (RHDR)	
9400ZZDFSTM		51.7193386959	-2.5315326115	St Mary's Halt (Dean Forestway)	MET		St Mary's Halt (Dean Forest Railway)	
9100STMCHLS	STM	53.3755991165	-2.9527982647	St Michaels	RLY	STMCHLS	St Michaels Rail Station	
9100STNEOTS	SNO	52.231567599	-0.2474138331	St Neots	RLY	STNEOTS	St Neots Rail Station	
9100STPANCI		51.5325294678	-0.1268952818	St Pancras International	RLY		St Pancras International Rail Station	
9400ZZWMST		52.4866585861	-1.9039258808	St Paul's (Midland Metro Stop)	MET		St Paul's (Midland Metro Stop)	
9400ZZTWSTP		54.9114400207	-1.3837863118	St Peter's (Tyne and Wear Metro)	MET		St Peter's (Tyne and Wear Metro Station)	
9100SNDRMNK	STZ	54.9114400998	-1.3838019088	St Peters	RLY	SNDRMNK	St Peters Rail Station	
9400ZZMASTP		53.4782000456	-2.2431190743	St Peters Square (Manchester Metrolink)	MET		St Peters Square (Manchester Metrolink)	
9400ZZBPSTS		53.8404035791	-3.0544331383	St Stephen's Avenue (closed) (Blackpool Tramway)	MET		St Stephen's Avenue (closed) (Blackpool Tramway)	
9400ZZMASTW		53.4387199667	-2.2654435095	St Werburgh's Road (Manchester Metrolink)	MET		St Werburgh's Road (Manchester Metrolink)	
		52.9298107	-1.4688041	St. Mary's South Junction	TPL	DRBYSMS	St. Mary's South Junction 1907562595	
9300MAR		49.9183300452	-6.3164629621	St. Marys Quay	FER	STMAQUY	St. Marys Quay	
9400ZZLUSJP		51.499544019	-0.1336076756	St.James's Park Underground	MET		St.James's Park Underground Station	
9400ZZLUSJW		51.5345212966	-0.1739483795	St.John's Wood Underground	MET		St.John's Wood Underground Station	
9400ZZLUSPU		51.5149356912	-0.0975668007	St.Paul's Underground	MET		St.Paul's Underground Station	
9400ZZTWSOL		54.9182292999	-1.3829025815	Stadium Of Light (Tyne and Wear Metro)	MET	STDI	Stadium Of Light (Tyne and Wear Metro Station)	
9100STAFFRD	STA	52.8038900359	-2.1220356172	Stafford	RLY	STAFFRD	Stafford Rail Station	
		52.8086083	-2.1304332	Stafford Doxey Junction	TPL	STAFFDJ	Stafford Doxey Junction	
		52.801207	-2.1195293	Stafford South Junction	TPL	STAFFSJ	Stafford South Junction	1132797667
9100STAINES	SNS	51.4324554101	-0.5031644531	Staines	RLY	STAINES	Staines Rail Station	
9100SBROUGH	SLL	53.5870951686	-0.1836667191	Stallingborough	RLY	SBROUGH	Stallingborough Rail Station	
9100SBYD	SYB	53.484579342	-2.062741527	Stalybridge	RLY	SBYD	Stalybridge Rail Station	
9100STAMFD	SMD	52.6478319898	-0.4801151557	Stamford	RLY	STAMFD	Stamford Rail Station	
9400ZZLUSFB		51.4949167279	-0.245703757	Stamford Brook Underground	MET		Stamford Brook Underground Station	
9100STMFDHL	SMH	51.5744673887	-0.0766819228	Stamford Hill	RLY	STMFDHL	Stamford Hill Rail Station	
9100SLEHOPE	SFO	51.5143636056	0.4230358464	Stanford-le-Hope	RLY	SLEHOPE	Stanford-le-Hope Rail Station	
9100SHPE	SNP	54.7433104175	-2.003261285	Stanhope	RLY	SHPE	Stanhope Rail Station	
9400ZZBPSLY		53.9165573118	-3.0205867372	Stanley Road (Blackpool Tramway)	MET		Stanley Road (Blackpool Tramway)	
